# Program:featureCounts v2.0.2; Command:"/Applications/software_bioinformatics/subread-2.0.2-macOS-x86_64/bin/featureCounts" "-T" "8" "-p" "-a" "/Users/rashmirao/Documents/Sidra_Externship/nextflow/RNA_seq_analysis_pc_version/raw_data/S288C_reference_genome_R64-5-1_20240529/yeast.gtf" "-o" "FeatureCounts.txt" "results_star/SRR18396493Aligned.sortedByCoord.out.bam" "results_star/SRR18396494Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results_star/SRR18396493Aligned.sortedByCoord.out.bam	results_star/SRR18396494Aligned.sortedByCoord.out.bam
YNL305C	chrXIV	58898	59791	-	894	8772	6457
YNL015W	chrXIV	605384	605611	+	228	8251	6144
YNL146C-A	chrXIV	351386	351580	-	195	7	14
YNL063W	chrXIV	507758	508702	+	945	610	484
YNL294C	chrXIV	78659	80260	-	1602	3710	2436
YNR046W	chrXIV	707788	708195	+	408	684	512
YNL167C	chrXIV	319416	321359	-	1944	2008	1669
YNL280C	chrXIV	109095	110411	-	1317	1249	934
YNR002C	chrXIV	633008	633856	-	849	4296	3520
YNL036W	chrXIV	559814	560479	+	666	8242	7883
YNL075W	chrXIV	485607	486479	+	873	1427	970
YNR058W	chrXIV	734291	735733	+	1443	2638	1476
YNL054W	chrXIV	526086	529583	+	3498	2954	1931
YNR006W	chrXIV	636986	638854	+	1869	3187	2595
YNR042W	chrXIV	701238	701666	+	429	0	1
YNL261W	chrXIV	155100	156539	+	1440	1184	790
YNL188W	chrXIV	286308	287609	+	1302	275	198
YNL146W	chrXIV	351715	352017	+	303	198	185
YNL228W	chrXIV	220645	221421	+	777	1	1
YNL211C	chrXIV	250055	250315	-	261	368	214
YNR021W	chrXIV	668377	669591	+	1215	794	558
YNL201C	chrXIV	260627	263203	-	2577	1350	1031
YNR033W	chrXIV	687635	689998	+	2364	2529	2254
YNR034W	chrXIV	690321	691286	+	966	3538	2431
YNL272C	chrXIV	126805	129084	-	2280	852	509
YNL245C	chrXIV	186346	186885	-	540	874	605
YNR074C	chrXIV	777602	778738	-	1137	0	0
YNL123W	chrXIV	394685	397678	+	2994	1538	984
YNR016C	chrXIV	654673	661374	-	6702	6377	3735
YNL223W	chrXIV	227370	228854	+	1485	1785	1053
YNR032C-A	chrXIV	687243	687464	-	222	187	156
YNL133C	chrXIV	374171	374692	-	522	1289	1083
YNL178W	chrXIV	302680	303402	+	723	1055	544
YNL065W	chrXIV	503724	505484	+	1761	403	372
YNR043W	chrXIV	701895	703085	+	1191	756	585
YNL021W	chrXIV	593227	595347	+	2121	764	481
YNL124W	chrXIV	392892	394370	+	1479	1411	1200
YNL312W	chrXIV;chrXIV	48287;48402	48293;49216	+;+	822	372	223
YNL143C	chrXIV	356794	357186	-	393	319	198
YNL251C	chrXIV	172588	174315	-	1728	3699	2439
snR40	chrXIV	89210	89306	+	97	12	8
YNL299W	chrXIV	66517	68445	+	1929	367	268
snR19	chrXIV	230105	230672	-	568	97	120
YNR049C	chrXIV	713023	713655	-	633	1534	1032
YNL163C	chrXIV	326741	330073	-	3333	2420	1584
YNR073C	chrXIV	774792	776300	-	1509	0	0
YNL127W	chrXIV	383987	386848	+	2862	1918	1495
YNL118C	chrXIV	402652	405564	-	2913	5414	4353
tT(AGU)N2	chrXIV	560693	560765	-	73	4	0
YNL189W	chrXIV	284260	285888	+	1629	2790	2190
YNL290W	chrXIV	86218	87240	+	1023	460	335
YNR025C	chrXIV	672702	673061	-	360	5	5
YNL250W	chrXIV	175410	179348	+	3939	1235	904
YNL314W	chrXIV	44447	45214	+	768	736	811
YNL227C	chrXIV	220659	222431	-	1773	426	319
YNL218W	chrXIV	238238	240001	+	1764	521	425
YNL004W	chrXIV;chrXIV	622915;623287	622944;624621	+;+	1365	4222	3219
YNR023W	chrXIV	670418	672118	+	1701	1556	1009
YNL092W	chrXIV	450871	452073	+	1203	1566	941
YNL324W	chrXIV	31050	31445	+	396	4	5
YNL233W	chrXIV	211922	214600	+	2679	433	340
YNL155W	chrXIV	342516	343340	+	825	2558	1645
YNL020C	chrXIV	595623	597539	-	1917	1700	1098
YNL076W	chrXIV	483556	485310	+	1755	1942	1963
YNL200C	chrXIV	263713	264453	-	741	9671	7340
YNL177C	chrXIV	303686	304615	-	930	1896	1368
YNL077W	chrXIV	481391	482977	+	1587	4480	4126
YNL293W	chrXIV	80640	82541	+	1902	2122	1489
YNL098C	chrXIV	439602	440570	-	969	5363	4267
YNR004W	chrXIV	635943	636383	+	441	323	274
YNL049C	chrXIV	535281	537911	-	2631	1500	1383
YNR019W	chrXIV	665339	667267	+	1929	3811	2921
YNL031C	chrXIV	575640	576050	-	411	7847	6509
YNL019C	chrXIV	598376	599230	-	855	220	146
YNL214W	chrXIV	245617	246216	+	600	967	484
YNL006W	chrXIV	620067	620978	+	912	2215	1989
YNR030W	chrXIV	678799	680454	+	1656	835	590
YNL038W	chrXIV;chrXIV	557020;557685	557610;557783	+;+	690	921	603
YNL090W	chrXIV	456565	457143	+	579	37	29
YNL151C	chrXIV	347766	348521	-	756	622	518
YNL254C	chrXIV	168043	169248	-	1206	2127	1414
YNR008W	chrXIV	640396	642381	+	1986	854	819
YNR038W	chrXIV	695595	697484	+	1890	1394	1218
YNR003W-A	chrXIV	634420	634518	+	99	0	0
YNL307C	chrXIV	56446	57573	-	1128	2734	1862
YNL131W	chrXIV	378767	379225	+	459	1878	1625
YNL265C	chrXIV;chrXIV	144280;145255	145149;145281	-;-	897	550	402
YNL175C	chrXIV	307401	308612	-	1212	236	166
YNL042W	chrXIV	548100	549290	+	1191	1313	1158
YNL022C	chrXIV	591427	592899	-	1473	568	428
YNL056W	chrXIV	517249	517842	+	594	555	337
YNL011C	chrXIV	611836	613170	-	1335	449	317
YNL329C	chrXIV	19541	22633	-	3093	1288	870
YNL074C	chrXIV	486766	488124	-	1359	4702	4690
YNL093W	chrXIV	449868	450530	+	663	6590	4371
YNR047W	chrXIV	708523	711204	+	2682	3820	3462
YNL183C	chrXIV	293137	295509	-	2373	2843	1543
YNL057W	chrXIV	516403	516735	+	333	0	0
YNL238W	chrXIV	202428	204872	+	2445	1534	1119
YNL154C	chrXIV	343636	345276	-	1641	3353	1930
YNL267W	chrXIV	140878	144078	+	3201	2080	1435
tP(UGG)N2	chrXIV;chrXIV	568115;568182	568150;568217	+;+	72	2	2
YNL014W	chrXIV	606319	609453	+	3135	5210	3422
NME1	chrXIV	585587	585926	+	340	60	47
YNL078W	chrXIV	479768	480991	+	1224	896	672
YNL209W	chrXIV	252059	253900	+	1842	4019	2799
YNL253W	chrXIV	170018	171286	+	1269	1469	882
YNL173C	chrXIV	308957	310057	-	1101	3044	1891
YNL066W	chrXIV	501515	502777	+	1263	165	188
YNL321W	chrXIV	34696	37422	+	2727	3671	2519
YNR054C	chrXIV	723356	724306	-	951	828	580
YNR072W	chrXIV	772657	774351	+	1695	0	4
YNR076W	chrXIV	781918	782280	+	363	0	0
YNR031C	chrXIV	680694	685433	-	4740	1723	1214
YNL110C	chrXIV	417826	418488	-	663	1617	878
YNL232W	chrXIV	214923	215801	+	879	1692	1093
YNL262W	chrXIV	148212	154880	+	6669	800	446
YNL142W	chrXIV	357453	358952	+	1500	708	725
YNL129W	chrXIV	381480	382202	+	723	379	230
YNR014W	chrXIV	652465	653103	+	639	746	814
YNL005C	chrXIV	621313	622428	-	1116	985	846
YNL174W	chrXIV	308074	308646	+	573	0	0
YNL335W	chrXIV	11452	12129	+	678	9	10
YNL240C	chrXIV	198502	199977	-	1476	2232	1282
YNL318C	chrXIV	38707	40329	-	1623	33	30
YNL256W	chrXIV	164623	167097	+	2475	1269	901
YNL012W	chrXIV;chrXIV	609686;609875	609790;611665	+;+	1896	1766	1812
YNR029C	chrXIV	677199	678488	-	1290	984	753
YNL130C-A	chrXIV	381245	381391	-	147	110	60
YNL107W	chrXIV	420098	420778	+	681	2615	1926
YNR065C	chrXIV	750350	753700	-	3351	851	521
YNL332W	chrXIV	14832	15854	+	1023	254	295
YNL023C	chrXIV	588263	591160	-	2898	1119	851
YNR056C	chrXIV	731618	733303	-	1686	2461	1581
YNL186W	chrXIV	289498	291876	+	2379	4211	2597
YNL153C	chrXIV	345669	346058	-	390	778	590
YNL130C	chrXIV;chrXIV	379558;380782	380689;380831	-;-	1182	1465	987
YNL088W	chrXIV	457704	461990	+	4287	2829	1858
YNL216W	chrXIV	241689	244172	+	2484	1444	1023
YNL276C	chrXIV	118431	118826	-	396	3	4
YNL108C	chrXIV	419014	419826	-	813	480	416
YNL252C	chrXIV	171441	172286	-	846	510	372
YNL181W	chrXIV	298335	299558	+	1224	409	235
YNL197C	chrXIV	267608	269593	-	1986	2427	1999
YNL064C	chrXIV	505868	507097	-	1230	6957	5762
YNL202W	chrXIV	259578	260456	+	879	884	751
YNL283C	chrXIV	105184	106695	-	1512	408	457
YNL147W	chrXIV;chrXIV	350940;351054	350957;351383	+;+	348	598	325
YNL286W	chrXIV	95223	96080	+	858	2434	1719
YNL337W	chrXIV	7165	7419	+	255	4	2
YNL322C	chrXIV	33294	34235	-	942	6399	5301
YNL158W	chrXIV	339612	340208	+	597	861	548
YNL168C	chrXIV	318030	318809	-	780	934	810
YNL259C	chrXIV	157644	157865	-	222	151	129
YNR022C	chrXIV	669774	670193	-	420	354	217
YNR077C	chrXIV	783287	783541	-	255	0	0
YNL068C	chrXIV	495701	498289	-	2589	1736	1257
tI(AAU)N2	chrXIV	602312	602385	+	74	0	0
YNL037C	chrXIV	557920	559002	-	1083	2158	1874
YNL085W	chrXIV	467131	469623	+	2493	2023	1493
YNL051W	chrXIV	532659	533870	+	1212	1426	1069
YNL148C	chrXIV	349907	350671	-	765	714	535
YNR075C-A	chrXIV	781511	781603	-	93	9	14
YNL255C	chrXIV	167329	167790	-	462	2421	1770
YNL070W	chrXIV	493366	493548	+	183	1041	509
tD(GUC)N	chrXIV	519099	519169	-	71	13	31
tT(AGU)N1	chrXIV	104805	104877	+	73	0	0
YNL271C	chrXIV	129522	135383	-	5862	4684	3044
YNL198C	chrXIV	266514	266816	-	303	113	44
YNR018W	chrXIV	664270	664944	+	675	1213	1070
YNL327W	chrXIV	24048	27173	+	3126	862	869
YNL236W	chrXIV	206930	209854	+	2925	659	442
YNR001W-A	chrXIV	631263	631481	+	219	4	4
YNL053W	chrXIV	529942	531411	+	1470	1006	621
YNL281W	chrXIV	108467	108928	+	462	1025	1095
YNL279W	chrXIV	110917	112902	+	1986	964	880
YNL156C	chrXIV	341069	341968	-	900	3926	3021
YNL260C	chrXIV	156859	157455	-	597	1783	1336
YNL222W	chrXIV	229094	229714	+	621	231	144
YNL235C	chrXIV	209548	209979	-	432	0	2
YNR059W	chrXIV	736803	738545	+	1743	1276	1071
YNR044W	chrXIV	703699	705876	+	2178	736	633
YNL225C	chrXIV	222724	224469	-	1746	673	495
YNL215W	chrXIV	244468	245430	+	963	3407	3430
YNL326C	chrXIV	27337	28347	-	1011	664	418
YNL100W	chrXIV	437613	438317	+	705	2941	1995
YNR009W	chrXIV	642690	643439	+	750	66	72
YNR066C	chrXIV	753725	755035	-	1311	300	217
YNL339W-A	chrXIV	1517	2092	+	576	0	0
snR66	chrXIV	586090	586175	+	86	5	1
YNL266W	chrXIV	144245	144664	+	420	66	42
YNL292W	chrXIV	82806	84017	+	1212	792	532
YNL242W	chrXIV	191324	196102	+	4779	2154	1342
YNR057C	chrXIV	733356	734069	-	714	3234	1890
tG(UCC)N	chrXIV	96241	96312	-	72	0	0
YNL067W-B	chrXIV	499417	499557	+	141	2	6
YNL166C	chrXIV	322219	323565	-	1347	722	644
YNL111C	chrXIV	416940	417302	-	363	570	396
YNL069C	chrXIV;chrXIV	493956;494974	494524;495001	-;-	597	2846	1788
YNL277W-A	chrXIV	116679	116867	+	189	27	29
YNL128W	chrXIV	382359	383663	+	1305	358	254
YNL300W	chrXIV	65744	66052	+	309	72	50
YNL179C	chrXIV	300666	301103	-	438	2299	1337
YNR050C	chrXIV	714048	715388	-	1341	772	474
snR49	chrXIV	716120	716284	+	165	4	0
YNL138W	chrXIV	366741	368321	+	1581	4634	3246
YNR048W	chrXIV	711630	712811	+	1182	892	616
YNL302C	chrXIV;chrXIV	61958;62924	62372;62943	-;-	435	684	382
YNL045W	chrXIV	542963	544978	+	2016	10625	7448
YNL125C	chrXIV	390146	392167	-	2022	3809	2642
YNL207W	chrXIV	255353	256630	+	1278	1694	1441
YNR011C	chrXIV	644320	646950	-	2631	1837	1438
YNL241C	chrXIV	196426	197943	-	1518	10233	6569
YNL112W	chrXIV;chrXIV	413639;415914	414911;416281	+;+	1641	1792	1294
YNL249C	chrXIV	179394	181022	-	1629	480	268
YNL270C	chrXIV	135940	137661	-	1722	839	522
YNL115C	chrXIV	410119	412053	-	1935	11505	6703
YNL073W	chrXIV	488386	490116	+	1731	920	677
YNL082W	chrXIV	473391	476012	+	2622	205	140
YNL097C-B	chrXIV	440797	440919	-	123	14	16
YNR034W-A	chrXIV	692561	692857	+	297	12116	9053
YNL296W	chrXIV	76273	76587	+	315	0	0
YNL138W-A	chrXIV;chrXIV	366033;366158	366035;366412	+;+	258	206	147
YNL196C	chrXIV	270275	271171	-	897	1991	1543
YNL109W	chrXIV	418964	419509	+	546	0	1
YNL101W	chrXIV	434999	437140	+	2142	1690	1327
YNR012W	chrXIV	647432	648937	+	1506	751	526
YNL114C	chrXIV	412684	413055	-	372	37	34
YNL237W	chrXIV	205188	206567	+	1380	4162	2206
YNL084C	chrXIV	470053	471102	-	1050	2402	1779
YNL289W	chrXIV	87897	88736	+	840	10	44
YNL171C	chrXIV	315629	315997	-	369	19	10
YNL208W	chrXIV	254418	255017	+	600	18764	15740
YNL010W	chrXIV	613635	614360	+	726	380	342
YNL134C	chrXIV	372451	373581	-	1131	8681	5631
YNR053C	chrXIV;chrXIV	721120;722303	721770;723112	-;-	1461	2280	1647
tP(AGG)N	chrXIV	631846	631917	-	72	19	11
YNL231C	chrXIV	215987	217042	-	1056	2663	2363
YNL230C	chrXIV	217523	218662	-	1140	1714	1095
YNL339W-B	chrXIV	734	1216	+	483	0	0
YNL258C	chrXIV	158109	160373	-	2265	1017	775
YNL328C	chrXIV	22834	23274	-	441	222	134
YNL081C	chrXIV	476188	476619	-	432	1189	944
YNR037C	chrXIV	695052	695327	-	276	512	327
YNR063W	chrXIV	746943	748766	+	1824	233	232
YNL339C	chrXIV;chrXIV	371;6080	5931;6098	-;-	5580	0	0
YNR060W	chrXIV	739951	742110	+	2160	484	449
YNL287W	chrXIV	91994	94801	+	2808	2872	2129
YNL095C	chrXIV	444912	446840	-	1929	610	570
YNL096C	chrXIV;chrXIV	443398;444172	443826;444315	-;-	573	936	509
YNL282W	chrXIV	107687	108274	+	588	176	171
YNL047C	chrXIV	539911	541881	-	1971	2138	1591
YNL139C	chrXIV	360924	365717	-	4794	2087	1604
tP(UGG)N1	chrXIV;chrXIV	547094;547161	547129;547196	+;+	72	1	1
YNL298W	chrXIV	68915	71443	+	2529	686	480
YNL113W	chrXIV	412771	413199	+	429	140	102
YNR003C	chrXIV	634344	635297	-	954	275	237
YNL316C	chrXIV	42071	43075	-	1005	464	441
YNL016W	chrXIV	602907	604268	+	1362	4608	3039
YNL330C	chrXIV	18001	19302	-	1302	1584	1022
YNR010W	chrXIV	643744	644193	+	450	526	521
YNL172W	chrXIV	310636	315882	+	5247	1473	894
YNL132W	chrXIV	375321	378491	+	3171	915	667
YNR027W	chrXIV	674923	675876	+	954	588	484
YNL083W	chrXIV	471377	472861	+	1485	974	690
YNL013C	chrXIV	609133	609510	-	378	20	2
YNL164C	chrXIV	325265	326320	-	1056	774	618
YNL274C	chrXIV	121118	122170	-	1053	4512	2135
YNL176C	chrXIV	305070	306980	-	1911	2715	1612
YNR061C	chrXIV	742881	743540	-	660	885	441
YNL303W	chrXIV	61510	61857	+	348	43	11
YNR035C	chrXIV	693019	694047	-	1029	3036	2055
YNL160W	chrXIV	336545	337609	+	1065	29887	23291
YNR024W	chrXIV	672409	672969	+	561	383	304
YNL024C	chrXIV	587107	587847	-	741	42	43
YNL018C	chrXIV	599936	601774	-	1839	110	64
YNL033W	chrXIV	572999	573853	+	855	37	31
YNL141W	chrXIV	359596	360639	+	1044	556	388
YNL320W	chrXIV	37700	38554	+	855	296	221
YNL204C	chrXIV	258375	259277	-	903	478	227
YNL106C	chrXIV	420944	424495	-	3552	1353	875
YNL338W	chrXIV	6561	6719	+	159	0	0
YNL161W	chrXIV	332597	334867	+	2271	2938	2012
YNL247W	chrXIV	182875	185178	+	2304	1329	793
YNL285W	chrXIV	96173	96544	+	372	7	6
YNL062C	chrXIV	508776	510212	-	1437	746	498
YNL325C	chrXIV	28739	31378	-	2640	880	553
YNL046W	chrXIV	542304	542822	+	519	348	355
YNL032W	chrXIV	574506	575351	+	846	1897	1346
YNL135C	chrXIV	371882	372226	-	345	2782	1529
YNL212W	chrXIV	247461	249809	+	2349	2771	1997
YNL243W	chrXIV	188051	190957	+	2907	5542	4702
YNL103W	chrXIV	427735	429753	+	2019	5742	4937
YNL144W-A	chrXIV	353061	353144	+	84	0	0
YNL333W	chrXIV	13267	14163	+	897	172	200
YNL027W	chrXIV	579580	581616	+	2037	2729	2436
YNL278W	chrXIV	113271	116453	+	3183	2137	1508
YNL144C	chrXIV	352820	355042	-	2223	3212	1925
YNL159C	chrXIV	338478	339347	-	870	2412	1599
YNL220W	chrXIV	234413	235714	+	1302	423	363
YNL184C	chrXIV	292557	292883	-	327	56	33
YNL336W	chrXIV	8330	9475	+	1146	746	531
YNL264C	chrXIV	145563	146615	-	1053	1153	1061
YNL136W	chrXIV	370368	371645	+	1278	1788	2159
YNL185C	chrXIV	292193	292669	-	477	290	239
YNL219C	chrXIV	235996	237663	-	1668	2822	1820
YNL079C	chrXIV	478566	479165	-	600	6962	4146
YNL244C	chrXIV	187170	187496	-	327	5018	3126
YNL054W-B	chrXIV	519456	524706	+	5251	806	1097
YNL284C-B	chrXIV	96964	102232	-	5269	5	9
YNL284C-A	chrXIV	100910	102232	-	1323	0	0
YNL054W-A	chrXIV	519456	520778	+	1323	0	0
YJL160C	chrX	117962	118825	-	864	51	62
YJL204C	chrX	50629	53151	-	2523	548	333
YJR105W	chrX	623581	624603	+	1023	2208	2053
YJR129C	chrX	664000	665019	-	1020	232	205
YJL139C	chrX	151713	152999	-	1287	2358	2356
YJL062W-A	chrX	316723	316980	+	258	888	868
YJL110C	chrX	209922	211577	-	1656	1796	1321
YJR088C	chrX	586495	587373	-	879	1287	772
YJL213W	chrX	32163	33158	+	996	385	287
YJR046W	chrX	522048	523862	+	1815	2641	2306
YJL020C	chrX	398937	402410	-	3474	9914	7810
YJL187C	chrX	76803	79262	-	2460	375	278
YJR131W	chrX	667644	669293	+	1650	926	579
YJL133W	chrX	160619	161563	+	945	1050	857
YJL086C	chrX	272478	272846	-	369	12	7
YJR053W	chrX	534027	535751	+	1725	137	110
YJR044C	chrX	518763	519185	-	423	1776	1269
YJR100C	chrX	616351	617334	-	984	1464	1012
YJR012C	chrX	459795	460418	-	624	616	426
YJR067C	chrX	567019	567444	-	426	264	162
YJR146W	chrX	703885	704238	+	354	89	56
YJR140W-A	chrX	690961	691110	+	150	0	0
YJR130C	chrX	665218	667137	-	1920	1913	1070
YJR069C	chrX	568806	569399	-	594	76	99
tV(AAC)J	chrX	378360	378433	+	74	6	4
YJR120W	chrX	647126	647476	+	351	142	124
YJL186W	chrX	80155	81915	+	1761	1573	969
YJL008C	chrX	419957	421663	-	1707	1966	1332
YJL061W	chrX	320016	322157	+	2142	1159	730
YJR085C	chrX	585120	585437	-	318	5441	4001
YJR040W	chrX	507746	510085	+	2340	464	438
YJL189W	chrX;chrX	75933;76325	75938;76474	+;+	156	8	3
YJR039W	chrX	503936	507301	+	3366	1852	1141
YJL202C	chrX	53943	54290	-	348	28	21
YJL009W	chrX	419855	420181	+	327	15	2
YJR005W	chrX	445923	448025	+	2103	1373	952
YJL006C	chrX	423138	424109	-	972	396	336
YJR150C	chrX	708811	709707	-	897	41	20
YJR098C	chrX	613186	615156	-	1971	536	413
YJL103C	chrX	229025	230881	-	1857	4624	2617
YJL156C	chrX	126853	128952	-	2100	1848	1288
YJL185C	chrX	82095	82976	-	882	1778	1069
YJL135W	chrX	157877	158194	+	318	25	21
YJR138W	chrX	684567	689321	+	4755	2831	2266
YJL108C	chrX	217705	218856	-	1152	4254	3225
YJR037W	chrX	503102	503485	+	384	37	41
YJR079W	chrX;chrX	580205;581053	580347;581239	+;+	330	78	59
YJR049C	chrX	526884	528476	-	1593	2264	2023
YJR008W	chrX	452430	453446	+	1017	8156	4318
YJR023C	chrX	469804	470205	-	402	3	10
YJR002W	chrX	438865	440646	+	1782	2644	1857
YJR145C	chrX;chrX	702027;703055	702798;703068	-;-	786	2057	1015
YJR048W	chrX	526335	526664	+	330	559	391
YJR009C	chrX	453683	454681	-	999	12742	20281
YJL222W-A	chrX	9452	9679	+	228	0	0
YJL173C	chrX	96161	96529	-	369	290	182
YJR014W	chrX	461829	462425	+	597	2084	1494
YJR135W-A	chrX	676971	677234	+	264	106	84
YJR045C	chrX	519638	521602	-	1965	7232	6037
YJL176C	chrX	92053	94530	-	2478	1108	869
YJL193W	chrX	71366	72574	+	1209	412	274
YJR128W	chrX	662921	663280	+	360	77	75
YJL159W	chrX	120449	121690	+	1242	36713	27484
YJL030W	chrX	387657	388247	+	591	762	432
YJL047C	chrX	349580	352108	-	2529	1443	1255
YJL194W	chrX	69338	70879	+	1542	81	36
YJL195C	chrX	69241	69942	-	702	1	0
YJR108W	chrX	628712	629083	+	372	90	90
YJL199C	chrX	59856	60182	-	327	1067	713
YJL216C	chrX	24341	26086	-	1746	44	34
YJL011C	chrX	414285	414770	-	486	257	132
YJR060W	chrX	548759	549814	+	1056	10473	11213
YJR119C	chrX	644304	646490	-	2187	1176	864
YJR092W	chrX	598735	603078	+	4344	357	554
YJL051W	chrX	339787	342255	+	2469	468	371
YJR071W	chrX	570405	570773	+	369	34	17
YJR115W	chrX	639942	640451	+	510	1763	1138
YJL010C	chrX	417562	419562	-	2001	762	546
YJL084C	chrX	274862	278002	-	3141	4430	2789
YJR030C	chrX	483959	486196	-	2238	272	310
YJL119C	chrX	191572	191895	-	324	16	4
YJL221C	chrX	16767	18536	-	1770	0	0
YJR140C	chrX	690750	695696	-	4947	606	430
YJR161C	chrX	742848	743999	-	1152	310	221
YJL136C	chrX;chrX	156550;157250	156789;157273	-;-	264	1607	837
tR(ACG)J	chrX	233939	234011	+	73	0	1
YJL146W	chrX	143292	144701	+	1410	1540	1081
YJL060W	chrX	323386	324720	+	1335	1389	1205
tW(CCA)J	chrX;chrX	415931;416001	415966;416036	-;-	72	0	2
YJL117W	chrX	192531	193466	+	936	2106	1507
YJL149W	chrX	137379	139370	+	1992	2661	1797
YJR063W	chrX	555195	555572	+	378	317	235
YJL067W	chrX	314084	314434	+	351	119	79
YJL164C	chrX	109966	111159	-	1194	6662	4171
YJL223C	chrX	8776	9138	-	363	0	0
YJL079C	chrX	289875	290774	-	900	2211	1501
snR3	chrX	663749	663942	+	194	13	13
YJL156W-A	chrX	126604	126825	+	222	241	122
YJL106W	chrX	221390	223327	+	1938	354	250
YJL171C	chrX	99704	100894	-	1191	1231	1309
YJL058C	chrX	326242	327873	-	1632	499	456
tL(UAG)J	chrX;chrX	617919;617976	617956;618019	+;+	82	2	0
YJL132W	chrX	161914	164166	+	2253	2409	1568
YJL172W	chrX	97737	99467	+	1731	4458	3358
YJR114W	chrX	638659	639051	+	393	16	4
YJL093C	chrX	254737	256812	-	2076	1448	968
YJL163C	chrX	111666	113333	-	1668	5266	3320
YJR153W	chrX	722815	723900	+	1086	431	308
YJL179W	chrX	88787	89116	+	330	946	463
YJR080C	chrX	580432	581616	-	1185	1593	1160
YJL037W	chrX	376662	377336	+	675	199	102
YJL104W	chrX	227327	227776	+	450	1043	768
YJL050W	chrX	342522	345743	+	3222	1627	1047
YJL002C	chrX	433221	434651	-	1431	2144	1508
YJR084W	chrX	583733	585004	+	1272	827	694
YJL220W	chrX	18243	18695	+	453	0	0
YJR034W	chrX	496683	497009	+	327	270	191
YJR019C	chrX	467232	468281	-	1050	1678	1433
YJR093C	chrX	603220	604203	-	984	1334	957
YJL201W	chrX	54379	56178	+	1800	738	593
YJL161W	chrX	117245	117787	+	543	1014	642
YJR021C	chrX;chrX	468555;469264	469183;469579	-;-	945	1932	1404
YJL070C	chrX	307971	310637	-	2667	1655	1092
snR128	chrX	139566	139691	-	126	0	0
YJL029C	chrX	388385	390853	-	2469	2538	1815
YJR010W	chrX	456239	457774	+	1536	1056	1037
YJR151W-A	chrX	717580	717630	+	51	10	8
tD(GUC)J3	chrX	374424	374495	-	72	0	0
YJR144W	chrX	700882	701691	+	810	759	487
YJL073W	chrX	303181	305118	+	1938	360	261
YJL022W	chrX	398109	398417	+	309	24	14
YJR038C	chrX	503710	504072	-	363	279	175
snR37	chrX	228094	228479	-	386	22	4
YJR094W-A	chrX;chrX	608305;608582	608306;608858	+;+	279	712	314
YJL052W	chrX	338271	339269	+	999	18341	24159
YJR139C	chrX	689445	690524	-	1080	1489	1122
YJR158W	chrX	732440	734143	+	1704	0	0
YJL089W	chrX	265926	268415	+	2490	6939	3662
YJL077W-B	chrX	294047	294145	+	99	21	15
YJL016W	chrX	405588	407273	+	1686	6421	3608
YJL127W-A	chrX	180194	180310	+	117	37	8
YJR007W	chrX	451020	451934	+	915	1313	949
tA(AGC)J	chrX	197313	197385	-	73	1	2
YJR096W	chrX	611195	612043	+	849	10761	9272
YJL032W	chrX	386348	386662	+	315	3	3
YJR065C	chrX	557809	559158	-	1350	2925	2105
YJL019W	chrX	402897	404945	+	2049	1302	1171
YJR082C	chrX	581914	582255	-	342	1814	977
YJL181W	chrX	85660	87495	+	1836	204	74
YJR095W	chrX	609773	610741	+	969	3857	1207
YJR086W	chrX	586068	586400	+	333	291	189
YJL077C	chrX	294666	295061	-	396	124	70
tR(UCU)J2	chrX	374506	374577	-	72	0	0
YJR006W	chrX	449202	450665	+	1464	688	492
YJR072C	chrX	570967	572124	-	1158	1545	1025
YJL118W	chrX	191639	192298	+	660	66	70
YJL184W	chrX	83448	83819	+	372	760	555
YJR133W	chrX	672991	673620	+	630	670	448
YJR025C	chrX	471138	471671	-	534	4416	2633
YJR018W	chrX	466786	467148	+	363	7	6
YJL095W	chrX	247255	251691	+	4437	922	700
YJR147W	chrX	704196	705272	+	1077	659	374
YJL043W	chrX	360130	360903	+	774	15	8
YJL107C	chrX	218853	220016	-	1164	9267	7369
YJL012C	chrX	411234	413399	-	2166	4522	3285
YJR121W	chrX	647607	649142	+	1536	6254	4424
YJL145W	chrX	145160	146044	+	885	570	438
YJL153C	chrX	134332	135933	-	1602	6927	4079
YJL088W	chrX	268799	269815	+	1017	723	688
YJR064W	chrX	555914	557602	+	1689	3049	2096
YJL137C	chrX	154985	156127	-	1143	1751	1138
YJL074C	chrX	299157	302849	-	3693	264	158
YJL111W	chrX	207877	209529	+	1653	3055	2260
YJL158C	chrX	122265	122948	-	684	145	124
YJR016C	chrX	464451	466208	-	1758	3795	2653
YJR099W	chrX	615576	616286	+	711	710	741
YJL208C	chrX	40194	41183	-	990	233	210
YJL048C	chrX	347447	348637	-	1191	10546	7201
YJL197W	chrX	63805	67569	+	3765	2583	1776
YJR074W	chrX	573095	573751	+	657	2153	1651
YJL127C-B	chrX	181551	181709	-	159	712	477
tD(GUC)J4	chrX	541508	541579	+	72	0	0
YJL020W-A	chrX	400981	401238	+	258	0	0
YJL078C	chrX	291336	293981	-	2646	1265	948
YJL165C	chrX	106894	109461	-	2568	8621	8224
YJR117W	chrX	642007	643368	+	1362	1985	1341
